user_id,recommended_movies
4878,"905,3022,2937,3088,1002,955,598,951,947,298"
4879,"3083,3307,2908,1734,3022,3739,2503,3415,106,2360"
4880,"1949,1207,3090,3245,3307,3089,973,306,2503,923"
4881,"53,1423,2503,2609,1193,668,214,669,3089,1207"
4882,"2804,1236,3410,649,3307,232,2858,2324,3022,3083"
4883,"2303,1066,919,945,3549,1288,900,3061,907,2971"
4884,"2905,2019,969,3307,3836,2924,3897,1218,649,745"
4885,"2905,3470,1287,1197,2970,940,318,1196,3172,1085"
4886,"3793,480,1198,2905,1036,750,29,1376,1301,1197"
4887,"1236,3897,1060,649,909,1276,2959,3556,3504,3410"
4888,"3083,2360,668,2324,306,53,2609,3410,2357,1207"
4889,"2019,2324,1287,1242,1276,2905,1233,2503,3307,1236"
4890,"668,1237,2959,2132,3089,2908,3307,923,3415,1300"
4891,"905,2937,2918,955,3022,1963,1641,3306,951,1292"
4892,"1199,1206,1921,2594,1240,3471,2010,1253,3700,2660"
4893,"1356,3793,1876,1127,1573,3827,1544,1253,2916,2662"
4894,"2571,1200,2019,1222,750,1199,2905,2503,924,111"
4895,"908,678,53,3147,668,2609,1423,2624,3245,2197"
4896,"2858,2324,3451,232,2238,923,1276,1411,1423,1900"
4897,"2905,2019,1197,457,3578,1036,1287,1233,3753,1221"
4898,"1207,53,2351,1104,670,2731,2503,1300,1423,669"
4899,"1136,1236,3307,649,3410,232,909,3317,668,1276"
4900,"2804,318,1276,2324,1193,1207,909,53,2503,953"
4901,"2905,318,2019,2324,1242,1287,1215,2804,3897,593"
4902,"2324,919,2905,318,1291,527,1246,2396,1259,1307"
4903,"2959,318,3245,668,1423,53,2329,2360,2503,2197"
4904,"1527,2594,1236,1306,2858,53,2503,1423,2804,669"
4905,"923,3089,670,2609,3095,53,954,1104,1203,2357"
4906,"593,53,1207,668,2503,670,3245,1358,2019,2925"
4907,"2197,214,1293,1271,508,2609,1730,1131,2607,1132"
4908,"3022,750,955,1077,1198,2571,951,905,1580,3462"
4909,"3897,1914,649,3022,3410,1449,909,3851,955,3819"
4910,"2019,1215,2905,1218,1199,1240,1921,1214,750,1200"
4911,"1172,3307,1307,898,2396,2248,916,1226,1247,2935"
4912,"2324,3897,649,3410,318,2289,1243,2804,909,232"
4913,"3415,307,306,1237,978,2731,1300,3816,3090,2351"
4914,"1172,1307,17,838,2125,440,937,892,916,1674"
4915,"1200,1214,1240,2905,750,2019,858,940,3022,1253"
4916,"1243,1830,3543,1136,1273,568,3787,2788,3022,1244"
4917,"649,2858,3022,3307,3083,2997,3410,2804,2289,1273"
4918,"2019,1236,1273,3410,2905,3022,1243,1276,2788,1279"
4919,"2858,2804,3897,2197,2503,1236,649,3451,2959,2624"
4920,"53,668,669,2351,318,2959,214,1203,1104,1207"
4921,"2804,1276,3307,3022,909,908,1236,3897,905,3083"
4922,"3083,3897,2324,345,562,1734,3410,3543,3424,2997"
4923,"2959,1423,3245,2360,668,2609,2324,53,1900,3410"
4924,"670,1900,3089,2503,2731,1207,1193,669,2609,2931"
4925,"3022,1449,1136,2997,1235,1537,3306,2918,3629,3462"
4926,"3307,905,1223,34,1148,3022,2324,955,1276,1002"
4927,"2019,2905,1197,2503,3092,3307,2804,2609,2324,668"
4928,"2503,1276,649,2804,3363,3897,3410,3245,669,3200"
4929,"3089,318,1207,953,670,1203,2503,954,669,1193"
4930,"1197,3114,945,3159,1066,1172,1,2905,1198,1307"
4931,"3307,2324,2804,1276,1207,318,2503,669,953,2925"
4932,"2858,318,1193,2959,2324,1276,53,2197,3897,1207"
4933,"3022,1236,3462,3307,2936,1276,1288,649,3629,2791"
4934,"3307,1236,1243,649,2503,446,1211,892,1046,1914"
4935,"527,668,3134,1233,2503,318,1178,3245,3307,53"
4936,"649,2503,3916,3578,3897,2197,53,3245,2858,2324"
4937,"1207,1423,1104,2503,1131,926,3089,3090,2609,1193"
4938,"2324,670,2804,1276,3083,909,3245,669,1236,1207"
4939,"3897,1172,2238,3451,1193,2329,3083,1246,909,668"
4940,"3307,909,1172,3022,2239,2804,1207,3095,923,3629"
4941,"3245,2324,1207,1246,1949,1900,2501,2503,53,908"
4942,"527,2324,2804,2197,3245,1207,2503,2019,2905,670"
4943,"2609,1207,53,3089,668,2357,1423,1193,923,306"
4944,"3471,1214,589,2117,1200,2594,1301,1584,2660,1077"
4945,"2503,1207,53,669,3092,3245,2931,2324,1704,2197"
4946,"1211,3462,3358,649,1281,838,892,345,446,3306"
4947,"670,669,926,1237,53,668,2503,3089,1104,2019"
4948,"2503,3038,1236,2351,2931,669,3224,3245,557,2444"
4949,"1193,668,3949,2329,669,2360,306,1300,3245,923"
4950,"2804,1276,3363,3307,649,3504,3451,953,1172,1236"
4951,"3307,2503,1236,3410,1423,2324,232,649,326,1276"
4952,"1207,953,2503,1172,1193,1900,2804,669,923,2609"
4953,"678,53,111,1358,1423,2959,2329,2931,3245,669"
4954,"1446,2324,2750,905,2973,3083,1002,2352,1546,1235"
4955,"1066,2303,945,914,3545,1288,907,2300,2971,1067"
4956,"668,3307,2351,3089,2925,1104,2360,1237,106,2019"
4957,"668,3307,1104,3089,2858,53,670,2731,2609,3410"
4958,"1914,649,3233,2926,3410,3307,1172,53,771,2697"
4959,"2609,53,668,2197,1193,669,2329,2858,1900,3245"
4960,"2804,1207,1276,3307,2503,53,909,1236,3245,2731"
4961,"6,50,628,2019,608,1233,527,293,1218,110"
4962,"3245,670,668,1207,3089,2503,1132,1423,3038,1131"
4963,"1207,2324,2804,3307,909,1203,3095,1949,1900,1193"
4964,"2360,1237,53,668,1300,2731,978,306,1193,307"
4965,"1198,2905,260,1196,1036,1291,1610,1240,1287,589"
4966,"2905,1218,3265,1242,3578,1788,1221,2924,2347,3310"
4967,"1193,306,668,1273,3317,2197,2609,3897,1243,2360"
4968,"2571,1253,1214,1240,2010,1200,1199,1301,1748,913"
4969,"1193,1237,3416,1104,3245,1423,1300,3089,2908,669"
4970,"3091,1939,3134,3808,3196,1178,1233,1204,1224,1208"
4971,"905,2937,3022,2804,3307,3232,1537,2324,909,3088"
4972,"3932,1348,2010,3022,718,2594,2804,2905,1175,3307"
4973,"953,2324,213,3408,954,2197,2501,2609,670,3092"
4974,"2186,1252,1260,3683,2726,746,2727,3121,1179,1152"
4975,"318,2804,2019,1207,2503,53,2501,668,1236,1276"
4976,"318,2019,2329,53,628,593,2503,2905,908,678"
4977,"1175,29,1921,924,2594,3702,1215,2010,1077,1274"
4978,"2010,1301,32,2660,1240,2594,1200,541,589,3703"
4979,"3836,3911,3022,1279,649,3451,921,1537,2924,232"
4980,"53,668,1300,3245,649,1276,3089,3307,669,1237"
4981,"3307,668,53,1172,2324,2804,3410,1237,3897,2503"
4982,"1214,2571,260,589,2905,2019,1218,1253,2028,1233"
4983,"670,3307,905,1207,2081,2324,1023,3022,1949,2503"
4984,"3192,668,2931,2609,3245,1300,1251,2503,326,2197"
4985,"2905,1218,2662,1917,3793,1610,3624,110,1215,3283"
4986,"1306,2594,1653,1921,1077,2010,1175,1206,1218,2288"
4987,"1214,1200,1240,1218,1036,2905,589,260,1198,1196"
4988,"318,527,2931,2503,1207,670,1423,3469,3006,1203"
4989,"3245,2503,2197,670,2804,53,1423,1193,2329,2310"
4990,"1276,3307,3410,1273,3083,3022,909,1243,1236,2238"
4991,"318,1207,2019,1423,3089,53,3245,3469,3092,2609"
4992,"2324,750,1199,3410,668,3897,649,318,2571,924"
4993,"1172,1244,17,1307,2248,1211,916,3097,2935,3307"
4994,"2010,1206,2594,1175,1921,1253,29,1965,2117,3700"
4995,"649,3897,2503,53,2804,1236,3410,3245,3067,670"
4996,"858,1221,47,3735,50,1953,1084,3783,3362,293"
4997,"1517,1394,1923,3552,2109,2997,2788,2791,3819,333"
4998,"2858,1236,649,1914,3067,2324,3548,3022,2804,1276"
4999,"2804,1276,1172,3451,3897,3548,3022,2352,1537,3307"
5000,"2019,1276,3451,3363,2324,1207,1961,53,3469,1099"
5001,"1046,3307,2248,1188,1172,892,937,838,1211,3739"
5002,"2019,3245,2905,2324,670,1233,3307,669,53,2503"
5003,"1240,1214,1200,3527,1374,2288,1210,3793,1917,1127"
5004,"1235,598,3233,1276,2788,3787,2973,2804,3083,2324"
5005,"2624,1172,3092,2609,2607,214,2197,668,2503,2357"
5006,"318,2503,3092,2357,1207,669,2197,3469,2609,670"
5007,"2804,1276,2324,3307,1236,232,3897,909,3022,3363"
5008,"1207,1193,318,1203,1423,2804,668,953,53,1299"
5009,"905,3022,955,2937,947,916,1537,3307,2924,1226"
5010,"1178,1299,912,3742,3808,3091,1217,1256,3196,923"
5011,"649,1236,568,3410,771,53,3307,2248,1423,3897"
5012,"3365,1304,1209,3030,3074,3467,1201,2401,3737,3871"
5013,"2959,1237,2019,668,3089,2503,2931,1104,318,670"
5014,"912,670,668,1104,1207,2019,1172,3083,3134,926"
5015,"3897,1172,3307,649,3410,1060,3245,232,668,1236"
5016,"1193,2197,1246,3382,2609,53,3789,2610,669,1293"
5017,"2905,2571,1206,1221,527,2662,1218,912,1199,1242"
5018,"53,3245,2197,2503,1423,669,668,3092,670,1704"
5019,"2925,1207,670,1104,2360,668,2503,3245,1276,53"
5020,"1376,2905,1215,1214,1254,2366,1375,969,3470,3172"
5021,"3808,3134,1233,670,1207,2360,1104,1237,668,3089"
5022,"2905,1788,1953,1204,1218,1242,3578,110,1262,1222"
5023,"900,2081,1067,3307,907,3159,953,3114,3549,1207"
5024,"3022,3307,3629,3462,3819,2935,2324,1537,1281,2804"
5025,"2858,318,649,2503,1207,232,3897,53,2959,3089"
5026,"1276,2019,2804,1207,3469,2324,3916,1193,1262,3307"
5027,"2804,2324,3451,1243,1276,909,3022,318,3410,1197"
5028,"3114,1,2189,2810,1023,2139,2138,2761,2137,2355"
5029,"1036,110,858,593,2028,1610,3552,1196,1200,2000"
5030,"2918,1136,2858,3022,2937,3552,1923,2795,2324,180"
5031,"3307,1244,446,2920,898,1247,2248,3739,2935,2171"
5032,"1136,3022,1449,3814,2301,3868,955,1080,3851,1394"
5033,"945,2804,1066,1380,2324,907,3307,1226,3451,905"
5034,"2019,1233,2905,2503,53,3245,3307,670,1242,669"
5035,"905,3022,2918,2324,916,947,951,497,3088,3851"
5036,"318,593,2324,1172,2804,2858,3307,1193,953,3147"
5037,"3307,2804,1226,912,2324,2248,2935,3739,1211,1247"
5038,"3307,923,1104,926,909,1276,1207,2804,1230,1211"
5039,"111,3849,678,1212,904,1076,1369,2210,3551,2819"
5040,"260,1196,3793,2288,1374,3576,1580,2916,1077,1376"
5041,"2324,3363,318,953,3451,3897,954,1900,3092,2609"
5042,"1734,1172,3897,3504,3451,2352,3410,318,1276,232"
5043,"1226,898,2935,3307,932,916,539,3097,1571,936"
5044,"3307,1207,1096,2238,3095,2324,1276,3083,1132,669"
5045,"3022,3629,1136,3462,2997,1394,951,2936,1080,2858"
5046,"3307,649,2503,3089,1207,2731,2351,1104,670,3022"
5047,"923,3307,670,2238,1207,3897,1193,1237,3504,909"
5048,"318,3307,953,3363,3469,1172,3095,1276,3245,3668"
5049,"1236,3410,649,1273,3022,232,1276,3897,909,1243"
5050,"1172,916,3307,898,2935,2248,58,936,915,1244"
5051,"2501,3916,318,150,1207,1401,1949,53,3222,213"
5052,"2503,318,557,2197,2501,3222,3916,2905,1900,1117"
5053,"1356,2529,1253,2905,2288,1274,1301,3927,2393,718"
5054,"953,2804,3363,1276,2503,3245,3307,1203,53,1172"
5055,"3307,2920,930,1244,898,1296,1172,912,3739,2935"
5056,"3022,1537,2788,1002,598,1449,1281,3911,951,3341"
5057,"2503,3307,306,668,1237,923,1423,3090,2858,2731"
5058,"3801,3730,3044,578,2686,1617,1913,1264,123,2467"
5059,"47,50,1218,908,1610,1227,1249,111,678,457"
5060,"3022,1136,3462,3629,3307,1281,905,2997,951,2936"
5061,"3022,905,1136,1281,1235,1934,3114,3629,951,3814"
5062,"2804,2324,3083,1276,2858,1196,750,1136,3307,260"
5063,"2324,1172,318,3307,2804,912,3451,1276,527,2248"
5064,"2503,2329,953,668,1207,53,3245,669,3498,2357"
5065,"745,3307,1172,1148,2324,909,2804,2858,3897,905"
5066,"2324,3245,2197,3916,53,2503,1207,3092,1246,2609"
5067,"1193,318,2503,53,668,3245,2329,2931,3038,1237"
5068,"318,2503,53,669,3245,1207,668,1193,2197,2329"
5069,"1260,930,2726,2940,746,1068,3364,1069,3121,1154"
5070,"649,1236,1273,3307,3410,2804,232,668,3317,3083"
5071,"2905,3578,1036,733,1610,1291,1240,3418,1573,2763"
5072,"1584,3175,329,316,2571,3156,3793,1301,1527,3417"
5073,"1253,1097,3801,750,123,1269,1214,908,3471,950"
5074,"1131,2804,326,345,2908,1300,669,2238,1734,1132"
5075,"750,1175,1301,1527,3658,1077,29,1921,1215,2662"
5076,"3022,1136,3462,955,951,2937,905,1235,1276,3307"
5077,"2351,3089,1228,2731,1237,2575,2925,3415,53,3152"
5078,"1376,3793,316,2571,3175,3417,2905,2117,1527,2324"
5079,"318,2609,3245,53,668,2624,3092,3382,2197,2503"
5080,"2324,232,1236,3897,2804,1243,3410,2858,649,1279"
5081,"11,838,916,905,3307,1226,3363,1172,2861,892"
5082,"1236,1237,3307,3022,2503,3067,1276,2512,670,2731"
5083,"2324,1193,3469,3148,1276,2336,1060,670,1207,678"
5084,"1923,1663,449,180,598,2788,69,3617,3851,3911"
5085,"318,2324,2503,1276,53,3245,3092,2357,1203,669"
5086,"1276,2503,3307,668,3089,1273,53,1237,1236,670"
5087,"1207,1172,3095,3469,3451,1203,2501,3363,909,3245"
5088,"1199,1077,1253,1175,3793,1210,1374,1921,2660,671"
5089,"2324,1236,2997,3022,1211,1136,1244,3307,3410,3814"
5090,"53,1236,649,1423,2197,3192,1117,668,3092,3410"
5091,"2324,3469,1172,1203,2804,3451,1784,1193,953,53"
5092,"1066,945,3307,907,912,2920,1172,1247,446,2935"
5093,"318,3916,2329,2197,3469,2501,953,2028,53,954"
5094,"2019,1233,1242,1196,1218,1178,1953,2905,912,3265"
5095,"668,2503,318,3245,2360,53,1300,2731,2357,1104"
5096,"1276,923,1193,3307,3897,2324,670,2804,1060,1273"
5097,"2324,909,318,2238,2804,232,3410,3307,1172,3451"
5098,"2804,3307,898,2324,2935,1276,1537,2937,1172,3245"
5099,"3785,333,3210,3727,1194,88,70,216,3552,3421"
5100,"53,214,954,1423,3245,669,1545,668,3089,2357"
5101,"1253,3175,1270,3471,1196,1097,2324,2804,3114,1002"
5102,"2804,1276,318,2503,53,1193,2019,1207,3363,669"
5103,"1218,3793,2019,3578,2905,2273,2763,1215,3275,1953"
5104,"2019,2905,1214,1221,110,593,1197,1218,318,908"
5105,"1949,1207,2070,53,3090,1271,2503,2501,318,1132"
5106,"905,2081,2080,2804,3022,1307,2937,916,1537,3307"
5107,"2959,668,670,53,2609,3006,326,3245,1300,1423"
5108,"670,3089,923,668,1236,3415,1900,2239,2731,307"
5109,"3307,1172,2324,345,2019,2503,1236,649,2905,11"
5110,"912,1233,1250,2028,1224,1178,1242,3196,318,3035"
5111,"53,2804,2197,1423,2503,3095,3359,1207,3307,1228"
5112,"1218,2019,858,1953,593,750,908,1260,1219,1221"
5113,"668,1237,670,3307,3415,2360,2351,1300,3416,1423"
5114,"2355,745,1223,720,3159,3396,3751,2005,2761,3851"
5115,"1104,923,2503,670,668,1207,53,1237,1300,1719"
5116,"649,1276,2804,1104,909,318,1236,1193,3897,2503"
5117,"1136,1276,2324,2804,1449,3462,1517,1002,1963,905"
5118,"1036,3753,3147,1200,1240,2905,2019,3404,3510,1287"
5119,"1449,1080,3307,1235,905,3851,2788,3925,3022,1236"
5120,"2905,2019,2571,908,1218,6,745,318,1374,53"
5121,"2791,2918,1136,3022,2804,3421,1197,598,955,1663"
5122,"2324,1236,3410,2804,1243,3897,908,3245,53,2503"
5123,"593,908,2324,1276,678,2804,457,318,3363,953"
5124,"953,1207,318,2804,3307,1276,954,670,909,3095"
5125,"318,2324,3897,649,1236,1900,953,3410,3307,2329"
5126,"2858,1276,649,2324,3552,1236,3363,3897,598,916"
5127,"2010,1965,1206,1175,1077,29,32,1921,2117,3703"
5128,"2905,2019,678,1610,318,2858,1233,1198,1196,3147"
5129,"1253,2324,1584,1197,318,3417,3114,1198,2804,2019"
5130,"668,2503,923,3224,3089,1423,926,1203,3245,1131"
5131,"1172,2324,1207,953,3451,916,1276,2352,1193,2248"
5132,"1193,1104,668,1423,1131,3089,926,670,318,1300"
5133,"3897,2289,1236,318,1594,649,858,909,1273,923"
5134,"306,307,668,2329,213,670,1132,3350,3245,1900"
5135,"2324,2804,3307,649,1207,1172,771,1236,3410,2858"
5136,"2324,2804,2329,593,953,2858,1276,3469,3468,1203"
5137,"1278,649,1236,3727,1080,1136,1297,2997,1257,3814"
5138,"1196,3578,2028,3753,2324,1198,2905,1242,2571,2804"
5139,"1207,670,953,1203,3095,3469,1949,2925,1132,954"
5140,"2324,1172,649,3092,3245,2329,2609,53,1784,2019"
5141,"1199,3793,1653,2288,198,29,504,3702,1921,1175"
5142,"2324,2905,1243,598,1236,3022,2788,2924,2918,3526"
5143,"2324,2804,3897,649,1276,1968,1236,1136,3578,2019"
5144,"1218,2019,1608,1036,1610,457,2353,2058,3555,1370"
5145,"3083,2289,3410,3897,909,3504,2804,1236,3317,3306"
5146,"2503,668,318,2360,306,3245,1132,669,1131,1900"
5147,"908,111,593,1358,678,50,3634,1249,1953,1834"
5148,"1276,2804,1193,909,318,2238,1207,923,1104,3307"
5149,"3083,1236,2858,2289,649,2324,2804,1276,3897,1243"
5150,"1197,3307,1172,916,898,2927,838,912,260,915"
5151,"1278,2324,318,2997,1214,1196,2571,3083,2804,1734"
5152,"318,858,1196,2019,1193,745,3114,2028,260,1207"
5153,"2858,3897,2503,2324,3245,3410,649,1060,53,953"
5154,"2571,1036,457,1196,1610,260,1198,2905,1240,1291"
5155,"2028,318,527,53,2329,1250,1242,1233,1272,1423"
5156,"1276,3307,2804,909,1207,3504,669,3363,2019,923"
5157,"3307,2935,898,2936,2937,936,649,1188,1571,3083"
5158,"2324,1172,1207,953,3451,669,2329,53,1203,2503"
5159,"1198,2905,1196,1097,1197,2019,1254,1291,969,1374"
5160,"2324,1279,1236,3897,568,3410,649,1172,232,1871"
5161,"1884,562,3949,2997,1243,2360,1251,1236,1237,2624"
5162,"2019,858,2905,1218,111,1221,1953,1222,1788,1304"
5163,"1871,649,3897,2618,1002,449,1236,3536,1663,1136"
5164,"3035,1939,1263,3134,3091,3811,1178,3808,1183,946"
5165,"3897,1236,649,2804,2324,909,1276,3424,3410,232"
5166,"2351,3089,1251,2360,3415,668,670,2731,1207,1104"
5167,"1077,29,1175,1306,741,1274,2010,3658,2553,2594"
5168,"2324,2858,1236,2804,649,1276,3897,1968,1243,2937"
5169,"908,2329,3147,678,2019,3245,628,53,2745,3498"
5170,"649,2804,2997,3317,1236,1276,3897,2289,3410,3067"
5171,"2905,1198,2019,2571,1291,1197,1233,1374,858,3578"
5172,"3307,2503,3410,2804,3083,1276,668,909,2731,3245"
5173,"2905,1291,1198,1240,3256,474,349,2353,2058,3635"
5174,"668,2360,1104,2731,923,2503,3089,1207,2925,1193"
5175,"2804,1276,318,2324,3410,1060,3307,2503,1236,3897"
5176,"3275,2905,598,1136,1002,2788,3851,2571,2150,298"
5177,"1036,1197,1240,940,2000,2019,2905,1954,2947,2406"
5178,"2858,2997,951,1537,2937,3462,3629,955,947,3929"
5179,"858,2019,668,1193,670,1221,3089,318,1237,1207"
5180,"318,2503,953,2357,670,1423,2931,527,3092,3006"
5181,"2324,2804,318,1197,3363,2858,1172,916,110,3897"
5182,"649,2324,1002,1236,3897,3307,1172,3363,1276,3451"
5183,"2324,745,1243,3897,3410,1276,1172,2804,2238,3307"
5184,"3504,909,1193,1228,3307,1276,2804,318,1734,106"
5185,"3245,2609,2197,53,2503,1949,668,2501,669,1117"
5186,"750,32,1196,1214,2117,1584,2010,1200,1965,2660"
5187,"1199,1197,1175,1077,2019,3703,2905,29,1301,2968"
5188,"2861,2324,1246,2905,2197,1584,318,11,2431,1259"
5189,"326,306,1423,668,58,3307,2925,1172,1949,2609"
5190,"364,1223,1023,1022,1148,745,2080,3159,2139,3034"
5191,"1196,318,1240,953,260,3147,1036,1197,1198,2762"
5192,"2804,2858,3307,3022,1197,3897,3462,2997,649,1236"
5193,"1273,1236,3504,3022,3307,909,1211,3410,3897,232"
5194,"2324,1276,909,3307,649,905,3022,3233,1236,3363"
5195,"53,2503,3089,2324,669,3307,1423,2858,2609,318"
5196,"3307,3897,3022,232,2804,3410,1276,3629,3317,1885"
5197,"3607,2324,3030,318,2197,3147,527,356,2905,3916"
5198,"3083,3410,3317,1243,649,2289,3307,2238,1276,3022"
5199,"3147,1610,2324,527,457,318,678,3753,1242,3578"
5200,"2905,745,750,924,1580,593,2762,2916,3147,1610"
5201,"2858,649,318,2624,53,3897,1237,668,3245,1243"
5202,"858,1221,2019,3265,608,2997,2692,2858,3266,1233"
5203,"3030,1288,1217,1201,3037,2951,1224,919,3365,1298"
5204,"2571,1215,1214,1965,1199,1077,1196,750,1253,1197"
5205,"1218,1358,1198,2905,3893,678,2804,628,1249,1954"
5206,"318,2804,953,1236,1276,2503,1423,3897,3307,214"
5207,"3307,898,2396,2935,916,3739,1230,936,838,17"
5208,"1240,908,1953,3634,678,1036,111,924,1834,2019"
5209,"457,628,2501,225,2503,1401,3510,3916,3753,805"
5210,"318,2501,213,150,2197,2503,572,1271,954,1423"
5211,"3307,1276,2858,1236,2804,649,3504,909,3410,2289"
5212,"670,1423,668,2503,1237,318,306,1104,1207,1193"
5213,"2019,318,858,110,2905,1221,2001,1036,2194,53"
5214,"2197,2959,3382,53,1423,326,2329,1246,3192,1193"
5215,"318,1172,2503,1207,2324,214,2804,2197,3469,1704"
5216,"1243,3897,2324,1136,1236,2804,1279,1963,2596,1449"
5217,"1374,3703,1198,750,1253,29,1301,2529,2905,858"
5218,"2161,2140,2086,792,1197,2905,3920,2622,1291,2138"
5219,"2019,2905,1218,750,1374,2288,593,1206,50,1653"
5220,"2503,53,649,1423,909,1276,326,3245,2612,926"
5221,"1212,1617,2186,1284,908,1269,3801,942,3730,2206"
5222,"2324,649,1172,3083,2804,3410,3451,1236,1276,3317"
5223,"3307,1276,1273,1236,3424,3504,2731,2324,3629,1193"
5224,"3114,1,1148,745,919,720,1223,3751,34,2804"
5225,"2858,1243,3851,1279,3410,1236,649,1273,1235,232"
5226,"1218,2905,1221,1233,1788,1953,3265,2503,3310,2692"
5227,"2905,3578,1127,474,480,377,457,1385,1610,3639"
5228,"2324,527,318,53,668,110,3245,1704,858,3897"
5229,"1214,1240,1200,593,2288,1196,1921,3147,260,1036"
5230,"2019,2905,3578,1197,1953,474,318,3147,628,908"
5231,"2019,1196,1242,318,1233,2503,110,260,2905,1200"
5232,"2019,2275,2905,1218,741,1175,2924,1077,3070,1214"
5233,"2503,3245,53,1207,1276,326,1423,2931,953,1300"
5234,"3307,3022,2937,2936,3083,1276,905,2935,106,898"
5235,"3022,955,2858,905,2937,3897,1537,951,3410,947"
5236,"3245,908,2503,1193,678,3578,3092,2501,2931,1207"
5237,"2905,1197,1287,2571,2019,3578,110,1374,940,3000"
5238,"1035,914,1947,919,73,1066,595,1028,3606,945"
5239,"53,1423,3245,2360,668,2357,3897,923,3307,2197"
5240,"3307,3022,1276,1236,3629,1136,2804,1230,3410,3306"
5241,"1172,916,915,3451,3363,2352,539,936,2804,11"
5242,"1423,306,668,1237,53,307,3089,3415,2609,1243"
5243,"1196,3793,32,1527,1215,1199,29,1921,750,3033"
5244,"1196,318,593,2028,2905,3578,1198,260,678,2571"
5245,"3307,1276,2804,3504,909,2324,1230,1172,2997,3083"
5246,"2324,649,104,1236,1273,568,1279,1276,2804,1784"
5247,"1136,2997,1394,1080,1449,1273,3814,1884,2788,3481"
5248,"3536,3851,497,2324,1569,3787,916,3739,3022,2029"
5249,"2019,2905,933,1197,969,1226,940,1953,3147,908"
5250,"2488,2503,1237,2731,2020,1251,2360,3152,3089,3224"
5251,"3307,1243,232,2804,1236,3022,892,898,3897,1279"
5252,"1207,669,2503,1104,1300,3095,53,3245,2351,2925"
5253,"953,923,954,1131,3307,1203,2503,1132,670,668"
5254,"2571,3578,1240,1036,2028,2905,3147,2858,593,1608"
5255,"2804,2324,3307,1172,3363,53,2503,1236,669,1423"
5256,"318,3916,2804,3469,2019,1172,1203,3307,3451,912"
5257,"3307,3462,905,1172,1276,1211,1273,2238,2324,3629"
5258,"2019,858,1953,1221,457,2503,593,1610,3578,1036"
5259,"1193,326,53,668,1228,1104,2503,3468,2313,2360"
5260,"2804,1172,909,2858,3897,670,2324,232,1243,1131"
5261,"2019,1237,1207,2503,3468,670,1233,3089,53,3469"
5262,"2324,318,670,1276,953,909,1193,2804,3095,1172"
5263,"2905,1218,1221,750,1953,3405,1242,1287,3310,3267"
5264,"3897,1276,2324,3022,649,909,3307,3504,951,1236"
5265,"1423,53,2503,326,669,3245,2197,3192,668,214"
5266,"53,3245,1193,2503,2197,668,2925,1207,1423,669"
5267,"2804,1276,649,1207,1236,909,3410,1193,2503,106"
5268,"2997,2858,3307,1214,916,1230,3739,898,1136,1276"
5269,"2289,562,668,3897,3504,2238,3083,3410,1236,306"
5270,"741,2010,1921,1175,32,750,1274,2275,3793,1197"
5271,"3307,2731,2351,1104,2019,2503,1193,1244,1276,669"
5272,"1243,3317,2997,1279,3022,1235,3410,1236,1449,1171"
5273,"1276,2804,909,670,2858,3410,1423,2289,668,1236"
5274,"678,318,53,2329,1193,2503,1246,3245,628,2624"
5275,"2503,3092,1131,1900,2197,1423,3192,3949,670,2357"
5276,"1036,2000,457,2001,3578,649,2019,2804,2905,1858"
5277,"2804,909,3307,2019,649,318,1207,3451,1172,905"
5278,"1374,260,2010,1214,3471,750,3703,589,2019,1175"
5279,"3307,1244,1172,2920,58,1247,446,1046,2969,2248"
5280,"2324,318,3897,953,1193,2609,2329,668,1243,1236"
5281,"1276,2858,2324,3897,649,1236,1060,3307,1136,3410"
5282,"1446,3022,905,1136,3083,1172,909,106,3096,1235"
5283,"1197,2571,2019,720,858,318,1259,3022,3175,3070"
5284,"2000,1196,3753,260,1036,2001,1101,457,3147,2194"
5285,"1136,2788,649,1276,1080,2804,1236,2324,1002,3421"
5286,"2858,2804,2937,3072,2936,3421,1546,1235,3083,649"
5287,"2858,3897,1276,2324,1136,649,2937,3363,1537,1236"
5288,"318,2324,3307,1193,669,3949,53,668,3245,1423"
5289,"1423,53,2503,326,3245,978,670,2360,3090,669"
5290,"2959,1734,2360,1423,1236,2132,3192,36,53,2503"
5291,"2804,1172,3245,53,2503,1193,3897,649,1207,2925"
5292,"668,1237,2959,1251,1300,307,306,923,1193,2068"
5293,"2019,2324,2503,53,1207,670,2804,669,649,1193"
5294,"3307,2997,898,3083,3897,1235,1243,3317,2324,3022"
5295,"2571,260,1196,1136,1197,1240,2791,1198,1580,1036"
5296,"2804,2324,3897,909,2352,953,1172,3363,3307,3408"
5297,"1610,457,1036,3505,3147,1953,3075,1608,908,2183"
5298,"1199,1306,3793,1580,750,2628,741,1921,3175,329"
5299,"1199,1214,2010,1921,968,1570,1248,1260,3703,32"
5300,"1236,3307,909,1281,3462,2804,562,3410,1273,2318"
5301,"1240,480,1197,3578,457,1374,733,2905,780,1370"
5302,"1172,497,2804,937,892,3451,3307,905,1446,3668"
5303,"3245,668,3092,3090,1132,1207,1131,214,2197,953"
5304,"2324,1423,318,1236,3410,2360,53,3192,2804,1207"
5305,"1243,3410,1236,3067,1734,3083,771,53,1273,2360"
5306,"3307,905,3739,3022,1211,955,2208,947,951,345"
5307,"1196,1374,1214,1200,1215,29,1240,1210,750,1206"
